 Dan Butler,9726,0.123
 Kevin Chamberlin,11304,0.0852
 Jon Stewart,4452,6.24
 Andy On,8586,1.07
 Alexa Havins,11746,0.0427
 Asim Chaudhry,16998,0.0147
 Jaimee Foxworth,11948,0.481
 Scott Michael Campbell,12529,0.045
 Audrey Landers,8701,0.0836
 Nikki Benz,9669,15.1
 John Schuck,10860,0.066
 Martin Klebba,6664,0.0898
 Alex Saxon,9193,0.0424
 Scott Adsit,8168,0.148
 Jack Kilmer,4231,0.0851
 Demetrius Shipp Jr,1814,0.0883
 Chelah Horsdal,6378,0.068
 K Todd Freeman,14143,0.0288
 Devon Murray,14151,0.0681
 Lisa Henni,22953,0.0163
 Lee Purcell,10530,0.063
 Pisay Pao,7053,0.0347
 David Mitchell,9772,1.78
 Okieriete Onaodowan,31375,0.0741
 Weston Cage,14550,0.0429
 Jenna Kanell,6253,0.0199
 Saundra Santiago,7954,0.0361
 Sharon Small,6977,0.12
 Anne Ramsay,7201,0.0524
 Jarod Joseph,7274,0.0544
 Matt Cohen,5427,0.261
 Justin Cooper,8038,0.191
 Liliana Mumy,8514,0.0787
 Tyler Johnston,7122,0.0807
 Paul McGillion,11243,0.0801
 Tmas Lemarquis,9465,0.0366
 Bas Rutten,11650,0.402
 William Miller,34424,1.67
 Jacke Harry,9031,0.069
 Kelly Connaire,296812,0.0233
 Jonathan Pointing,44669,0.012
 Susan Lucci,1691,0.529
 Michael Aronov,12404,0.0308
 Josh Randall,11822,0.123
 Tom Maden,3393,0.0377
 Darren Le Gallo,7048,0.0713
 Katherine Kelly Lang,9172,0.288
 Terry Moore,4446,0.615
 Eli Marienthal,7061,0.0384
 Tom Baker,6468,1.61
 Maria Shriver,11059,1.46
 Jason Watkins,10203,0.0859
 Charlene Tilton,7315,0.132
 Eric Bogosian,5416,0.128
 Hiam Abbass,3473,0.104
 Linda Evangelista,2081,3.21
 Freddie Fox,3100,0.107
 Torri Higginson,9644,0.121
 Delphine Chanac,7579,0.0306
 Darius McCrary,8501,0.097
 J Michael Finley,43407,0.0844
 Judie Aronson,10578,0.0683
 Bryan Dechart,37140,0.0762
 Kelly Kruger,10425,0.132
 Sheryl Lee Ralph,11644,0.155
 Artemis Pebdani,8593,0.0374
 Keith Urban,9163,14.5
 Erin Murphy,7097,0.29
 Elizabeth Sellars,34287,0.0271
 Michael Des Barres,9737,0.0736
 Will Swenson,24552,0.074
 Sarah Utterback,35632,0.0127
 Aaron Jakubenko,8039,0.0265
 Gabriel Basso,8143,0.0711
 Traci Dinwiddie,8650,0.059
 Sarah Miles,9358,0.26
 Chad Rook,19027,0.0357
 Zane Huett,9409,0.0317
 Mitzi Kapture,9004,0.0246
 Charles Frank,22176,0.264
 Janeshia Adams-Ginyard,74798,0.0224
 Anamaria Marinca,5266,0.0727
 Gus Birney,15642,0.0276
 Lisa McGrillis,9752,0.00968
 Gregory Sierra,7365,0.038
 Jenn McAllister,22562,0.16
 Tony Gilroy,9282,0.172
 Nicholas Guest,14586,0.0427
 Joseline Kelly,49858,6.08
 Ann Blyth,4338,0.21
 Lucinda Dickey,10553,0.0293
 Fay Masterson,8690,0.0626
 Sarah Burns,4683,0.154
 Bridie Carter,17135,0.0227
 Sylvester McCoy,2153,0.248
 Ptolemy Slocum,19437,0.0512
 Ahney Her,14314,0.0386
 Hayden Byerly,8924,0.0884
 Rob Garrison,37255,0.0143
 Tom Schilling,7953,0.102
 Julia Sweeney,8822,0.12
 Cooper Huckabee,11263,0.0247
 Socratis Otto,4919,0.0318
 Chandler Canterbury,6741,0.0603
 Stephanie J Block,13574,0.134
 Leila Arcieri,8299,0.0741
 Peter Firth,7004,0.166
 Kevin P Farley,9308,0.0245
 Michael Gray,7207,0.684
 Gavin Rossdale,7380,0.905
 Sullivan Sweeten,3978,0.025
 Nick Peine,39570,0.0616
 Alex Meraz,11394,0.162
 Matthew Glave,6799,0.037
 Michael McDonald,7761,1.35
 Derek Phillips,11914,0.0638
 Emir Kusturica,7984,0.408
 Carolyn Hennesy,10386,0.093
 Shaun Cassidy,10342,0.192
 Dean McDermott,9676,0.242
 Nasser Faris,62193,0.0117
 Kyle Allen,4940,0.264
 Jenna Upton,80092,0.0449
 Audyssie James,72868,0.00463
 Benson Jack Anthony,25292,0.02
 Deborah Falconer,17558,0.0345
 Luna Blaise,11927,0.078
 Jocelyn Lane,18052,0.0389
 Shane McRae,8846,0.0355
 Ariadna Gil,12178,0.151
 Ken Olin,9098,0.0867
 Shaun Weiss,4798,0.0188
 Caroline Sunshine,19404,0.279
 Ada Nicodemou,9143,0.0746
 Brielle Barbusca,5880,0.0303
 Natalia Cigliuti,7193,0.0358
 Christine Nguyen,8776,1.72
 Pauletta Washington,10404,0.107
 Josh Groban,7442,5.25
 Benjamin Koldyke,6719,0.0113
 Gene Simmons,5099,6.78
 Natasha Little,7479,0.0431
 Kym Karath,8519,0.0309
 Farah Zeynep Abdullah,5488,0.133
 Ruby Rees,40354,0.0229
 Todd Bridges,9105,0.155
 Felicia Farr,9001,0.0727
 Michael Dorman,5387,0.0623
 Agns Varda,17143,0.328
 Stuart Martin,822,0.13
 Jacqueline Fernandez,9463,13.6
 David DeLuise,10642,0.13
 James Allen McCune,1607,0.0489
 Antoni Porowski,126657,0.147
 Eden Riegel,9809,0.147
 Morgana Van Peebles,661616,0.0484
 Kellie Shirley,66047,0.0186
 Bayley Corman,35698,0.00848
 Pepi Sonuga,5454,0.0531
 Ludwig Gransson,24266,0.0649
 Elaine Joyce,11617,0.0846
 Sin Phillips,8119,0.00583
 Rex Smith,11285,0.173
 Jeff Wadlow,14927,0.143
 Brandon Merrill,9916,0.0191
 Jordan Vogt-Roberts,6062,0.181
 Skyler Shaye,7221,0.0854
 Matt Lowe,23269,0.186
 Katt Williams,11445,1.67
 Martin Wallstrm,5204,0.0163
 Chris Gauthier,12690,0.0619
 Ileana DCruz,9791,0.827
 Ronan Raftery,7488,0.0177
 Daniel di Tomasso,7324,0.0318
 Michael McMillian,6248,0.0719
 Stephany Jacobsen,10043,0.0797
 Nina Hoss,4594,0.125
 James Robinson,9032,1.11
 Tommy Dorfman,1172,0.138
 Ennio Morricone,9376,6
 JD Williams,8595,0.355
 Rob Brydon,6035,0.215
 Julia Bache-Wiig,1371,0.0104
 France Nuyen,9037,0.0637
 Bob Sapp,5830,0.169
